unnamed_0,dbn,district,school_name,school,principal,progress_report_type,school_type,peerindex,overallgrade,overallscore2012,overallpercentile2012,progressscore2012,progressgrade2012,performancescore2012,performancegrade2012,environmentscore2012,environmentgrade2012,additionalcredit2012,201011_progress_report_grade,200910_progress_report_grade,parentresponserate,teacherresponserate,studentresponserate,safetyscore,communicationscore,engagementscore,expectationsscore
981,27Q155,27,P.S. 155,P.S. 155,Dorothy Morris,EMS,Elementary School,41.1,C,36,10.3,11.7,F,12.3,C,10.8,A,1.2,B,C,0.79,0.98,,8.6,7.9,8,8.3
982,27Q183,27,P.S. 183 Dr. Richard R. Green,P.S. 183 Dr. Richard R. Green,Renee Peart,EMS,Elementary/Middle School,57.65,C,42.2,18.8,20.1,D,10.2,C,8.4,B,3.5,A,B,0.58,0.83,0.94,7.3,7.6,7.6,8.1
983,27Q197,27,P.S. 197 The Ocean School,P.S. 197 The Ocean School,Christina Villavicencio,EMS,Elementary School,60.59,D,31.6,5.6,17.6,D,5.9,F,5.9,C,2.2,C,A,0.36,0.57,,7.4,7.4,7.7,7.9
984,27Q202,27,J.H.S. 202 Robert H. Goddard,J.H.S. 202 Robert H. Goddard,William Fitzgerald,EMS,Middle School,2.9,B,58.5,58.3,29.7,C,16.7,A,9.6,B,2.5,B,B,0.97,0.96,0.96,7.7,7.5,7.9,8.3
985,27Q207,27,P.S. 207 Rockwood Park,P.S. 207 Rockwood Park,Linda Spadaro,EMS,Elementary/Middle School,18.76,C,47.3,32.5,21.1,D,15.9,B,7.8,B,2.5,C,A,0.92,0.88,1,8,7.2,7.5,8
986,27Q210,27,J.H.S. 210 Elizabeth Blackwell,J.H.S. 210 Elizabeth Blackwell,Rosalyn Allman-Manning,EMS,Middle School,2.9,C,50.2,35.9,27.6,C,14.8,B,4.7,D,3,C,C,0.35,0.64,0.95,7,6.6,7,7.4
987,27Q215,27,P.S. 215 Lucretia Mott,P.S. 215 Lucretia Mott,Susan Rippe Hofmann,EMS,Elementary School,62.44,,.,.,.,,.,,.,,.,F,D,0.73,0.45,,7.3,6.5,6.9,7
988,27Q223,27,P.S. 223 Lyndon B. Johnson,P.S. 223 Lyndon B. Johnson,Deborah Otto,EMS,Elementary School,53.38,C,40.6,17.1,19.5,D,8.8,D,11,A,1.3,D,B,1,0.85,,8.5,8.2,8.6,8.7
989,27Q226,27,J.H.S. 226 Virgil I. Grissom,J.H.S. 226 Virgil I. Grissom,Rushell White,EMS,Middle School,2.61,C,37.5,11.3,18.6,D,12.2,C,4.4,D,2.3,C,C,0.53,0.9,0.9,6.4,6.6,6.8,7.3
990,27Q232,27,P.S. 232 Lindenwood,P.S. 232 Lindenwood,Lisa Josephson,EMS,Elementary/Middle School,28.94,B,57.3,60.6,25.4,C,17.7,A,11.5,A,2.7,B,A,0.67,0.96,1,8.4,8.3,8.2,8.8
991,27Q253,27,P.S. 253,P.S. 253,Robin Johnson,EMS,Elementary School,58.87,C,44.1,23.4,21.2,D,10.5,C,10,A,2.4,D,C,0.7,0.93,,8.7,8.2,8.4,8.5
992,27Q254,27,P.S. 254,P.S. 254,Naomi Drouillard,EMS,Elementary School,47.88,A,76.3,93.1,35.7,B,24.3,A,12.9,A,3.3,A,A,0.9,0.98,,9.4,8.7,9.1,9.2
993,27Q262,27,Channel View School For Research,Channel View School for Research,Patricia J. Tubridy,EMS,Middle/High School,2.94,B,52.4,43.4,24.5,C,14.6,B,11.3,A,2,C,B,0.47,1,0.96,8.2,7.8,8.1,8.4
994,27Q262,27,Channel View School For Research,Channel View School for Research,Patricia J. Tubridy,HS,Middle/High School,2.5,A,82.9,93.5,42.3,A,17.6,A,12.5,A,4,A,A,0.47,1,0.96,8.2,7.8,8.1,8.4
995,27Q282,27,Knowledge And Power Preparatory Academy Vi,Knowledge and Power Preparatory Academy VI,Gary Dumornay,EMS,Middle School,2.82,A,77.9,90.6,43.4,A,19,A,12.5,A,3,A,C,0.69,1,1,8.1,7.7,7.9,8.3
996,27Q306,27,New York City Academy For Discovery,New York City Academy for Discovery,Jennifer Flandro,EMS,Elementary School,49.04,C,46.5,30.7,15.2,F,18.7,A,10.8,A,1.8,A,.,0.63,0.89,,8.8,8.1,8.4,8.6
997,27Q309,27,Academy Of Medical Technology: A College Board Sch,Academy of Medical Technology: A College Board S,Jose Merced,EMS,Middle/High School,2.44,C,36.3,10.2,14.1,D,11.3,C,7.2,C,3.6,B,D,0.38,0.88,0.78,6.9,6.6,6.9,7.2
998,27Q309,27,Academy Of Medical Technology: A College Board Sch,Academy of Medical Technology: A College Board School,Jose Merced,HS,Middle/High School,2.19,B,59.7,35.8,26.9,C,15.5,A,8.1,C,3.8,,,0.38,0.88,0.78,6.9,6.6,6.9,7.2
999,27Q317,27,Waterside Children'S Studio School,WATERSIDE CHILDREN'S STUDIO SCHOOL,Dana Gerendasi,EMS,Elementary School,52.48,B,60.8,66.2,33.5,B,12.5,B,11.8,A,3,A,.,0.63,0.97,,8.9,8.6,8.9,9
1000,27Q318,27,Waterside School For Leadership,WATERSIDE SCHOOL FOR LEADERSHIP,Linda Munro,EMS,Middle School,2.15,C,48.5,32.6,24.2,C,13.3,B,8,B,3,B,.,0.61,0.92,0.91,7.5,7.3,7.1,7.5
1001,27Q319,27,Village Academy,VILLAGE ACADEMY,Doris Lee,EMS,Middle School,2.18,B,55.9,52.8,27.6,C,12.1,C,13,A,3.2,B,.,0.81,0.89,0.85,8.3,8.3,8.5,8.7
1002,27Q323,27,Scholars' Academy,Scholars' Academy,Brian O'connell,EMS,Middle/High School,3.92,A,72.8,84.5,36.6,B,22.7,A,12.4,A,1.1,A,A,0.84,1,0.97,8.7,8.1,8.3,8.7
1003,27Q323,27,Scholars' Academy,Scholars' Academy,Brian O'connell,HS,Middle/High School,3.67,A,80.6,90.1,42.3,A,16,A,13.1,A,0,A,,0.84,1,0.97,8.7,8.1,8.3,8.7
1004,27Q333,27,Goldie Maple Academy,Goldie Maple Academy,Angela Logan,EMS,Elementary/Middle School,49.26,C,37.6,10,10.8,F,11.5,C,13.1,A,2.2,A,C,0.91,1,0.98,8.4,8.4,8.3,8.6
1005,28Q008,28,J.H.S. 008 Richard S. Grossley,J.H.S. 008 Richard S. Grossley,Angela Green,EMS,Middle School,2.21,C,43.5,21.3,24.3,C,12.4,C,3.9,D,2.9,C,C,0.33,0.19,0.46,6.4,6.3,6.8,7.2
1006,28Q030,28,P.S. 030 Queens,P.S. 030 Queens,Dwayne Crowder,EMS,Elementary School,58.27,,.,.,.,,.,,.,,.,.,D,0.14,0.41,,7.7,7.4,7.3,7.5
1007,28Q040,28,P.S. 040 Samuel Huntington,P.S. 040 Samuel Huntington,Alison Branker,EMS,Elementary School,58.85,D,34.8,8.9,17.8,D,7.2,D,8.1,B,1.6,B,D,0.63,1,,8.3,8,8.3,8.4
1008,28Q048,28,P.S. 048 William Wordsworth,P.S. 048 William Wordsworth,Patricia M. Mitchell,EMS,Elementary School,54.87,C,49.7,39,28.4,C,9.6,C,8.8,B,2.9,D,C,0.75,1,,8.3,7.7,7.9,7.9
1009,28Q050,28,P.S. 050 Talfourd Lawn Elementary School,P.S. 050 Talfourd Lawn Elementary School,Rina Manjarrez,EMS,Elementary School,49.43,B,63.1,71.5,34.5,B,19.6,A,6,C,3,B,B,0.64,0.69,,7.4,7.2,7.5,7.7
1010,28Q054,28,P.S. 054 Hillside,P.S. 054 Hillside,Anita Prashad,EMS,Elementary School,42.62,B,61.6,67.7,38.3,B,12.1,C,7.2,C,4,C,C,0.75,0.68,,8.1,7.4,7.5,7.7
1011,28Q055,28,P.S. 055 Maure,P.S. 055 Maure,Ralph K Honore,EMS,Elementary School,37.06,D,34,7.7,18.5,D,6.3,F,7.3,C,1.9,A,C,0.56,0.74,,8.4,7.6,7.5,8.1
1012,28Q072,28,Catherine & Count Basie Middle School 72,Catherine & Count Basie Middle School 72,Crystal Taylor Brown,EMS,Middle School,2.42,C,42.9,18.8,21.3,D,13.2,B,5.4,C,3,C,C,0.6,0.94,0.88,6.4,6.7,6.9,7.4
1013,28Q080,28,P.S. 080 Thurgood Marshall Magnet,P.S. 080 Thurgood Marshall Magnet,Paulette Glenn,EMS,Elementary School,56.38,B,55.1,53.6,30,B,13,B,8.7,B,3.4,F,C,0.85,0.86,,8.4,7.9,8.3,8.1
1014,28Q082,28,P.S. 082 Hammond,P.S. 082 Hammond,Dr. Angela Boykin,EMS,Elementary School,48.21,B,55.5,54.3,33.6,B,11.1,C,7.8,B,3,C,B,0.63,0.57,,8.5,7.3,7.7,7.7
1015,28Q086,28,P.S. Q086,P.S. Q086,Karen Zuvic,EMS,Elementary School,44.18,C,49.7,39,30.9,B,8.6,D,6.4,C,3.8,C,B,0.55,0.97,,7.8,6.9,7.3,7.2
1016,28Q099,28,P.S. 099 Kew Gardens,P.S. 099 Kew Gardens,Paulette Foglio,EMS,Elementary School,32.33,A,66.1,78.5,36.4,B,19.6,A,7.6,B,2.5,A,A,0.27,0.66,0.99,8,7.1,7.7,8.1
1017,28Q101,28,P.S. 101 School In The Gardens,P.S. 101 School in the Gardens,Valerie Capitulo-Saide,EMS,Elementary School,12.53,C,45.1,25.7,24,C,13,B,6.6,C,1.5,C,B,0.92,0.95,1,7.7,7.4,7.9,8.1
1018,28Q117,28,P.S. 117 J. Keld / Briarwood School,P.S. 117 J. Keld / Briarwood School,Paula Cunningham,EMS,Elementary School,33.71,B,52.8,47.4,31.8,B,12.9,B,5.9,C,2.2,C,B,0.72,0.77,0.99,7.8,7.1,7.6,7.8
1019,28Q121,28,P.S. 121 Queens,P.S. 121 Queens,Evelyn Vadi,EMS,Elementary School,32.06,A,69.3,85.4,37.8,B,21.4,A,7.3,C,2.8,B,A,0.75,0.16,0.98,8.1,7.3,8,8.4
1020,28Q139,28,P.S. 139 Rego Park,P.S. 139 Rego Park,Monica Bridget Powers-Meade,EMS,Elementary School,27.83,B,56.9,58,32.6,B,16.7,A,5.7,C,1.9,B,C,0.98,1,,7.8,6.9,7.2,7.6
1021,28Q140,28,P.S. 140 Edward K Ellington,P.S. 140 Edward K Ellington,David Norment,EMS,Elementary School,56.33,F,21,0.5,9.9,F,6.2,F,3.2,F,1.7,C,C,0.39,0.63,,6.9,6.9,7,7.1
1022,28Q144,28,P.S. 144 Col Jeromus Remsen,P.S. 144 Col Jeromus Remsen,Reva Gluck Schneider,EMS,Elementary School,17.9,B,62.9,71.3,35.7,B,14.6,B,10.1,A,2.5,A,B,0.73,0.65,,8.8,8.1,8.5,8.6
1023,28Q157,28,J.H.S. 157 Stephen A. Halsey,J.H.S. 157 Stephen A. Halsey,Vincent Suraci,EMS,Middle/High School,2.94,A,67.8,77.6,38.8,B,17.6,A,8.1,B,3.3,B,A,0.64,0.91,0.97,7.7,7.2,7.4,7.7
1024,28Q157,28,J.H.S. 157 Stephen A. Halsey,J.H.S. 157 Stephen A. Halsey,Vincent Suraci,HS,Middle/High School,0.92,,,,,,,,,,,,,0.64,0.91,0.97,7.7,7.2,7.4,7.7
1025,28Q160,28,P.S. 160 Walter Francis Bishop,P.S. 160 Walter Francis Bishop,Jermaine Garden,EMS,Elementary School,51.37,C,47.7,34.3,30.4,B,9.4,C,5.1,D,2.8,C,B,0.17,0.69,1,7,6.9,7.3,7.6
1026,28Q161,28,P.S. 161 Arthur Ashe School,P.S. 161 Arthur Ashe School,Jill Hoder,EMS,Elementary School,29.1,B,59.2,62.3,31.5,B,17.3,A,8.3,B,2.1,A,A,0.59,0.95,0.95,8.4,7.7,8.2,8.4
1027,28Q167,28,Metropolitan Expeditionary Learning School,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,Damon Mccord,EMS,Middle School,2.89,A,71.3,83.7,36.3,B,20.1,A,12.3,A,2.6,.,.,0.54,0.96,0.97,8.4,7.7,7.9,8.2
1028,28Q174,28,P.S. 174 William Sidney Mount,P.S. 174 William Sidney Mount,Karin Kelly,EMS,Elementary School,19.06,B,55,53.1,31.6,B,16.3,A,5.3,C,1.7,C,B,0.55,0.57,1,7.8,7.1,7.4,7.8
1029,28Q175,28,P.S. 175 The Lynn Gross Discovery School,P.S. 175 The Lynn Gross Discovery School,Linda Green,EMS,Elementary School,21.3,B,56.7,57.7,31.3,B,13.9,B,8.2,B,3.3,B,A,0.59,0.95,,8.6,8,8.2,8.3
1030,28Q190,28,J.H.S. 190 Russell Sage,J.H.S. 190 Russell Sage,Marilyn Grant,EMS,Middle School,2.94,B,56.6,53.9,30.9,C,17.2,A,5.5,C,2.9,B,C,0.58,0.79,0.98,7,6.3,6.8,7.2
1031,28Q196,28,P.S. 196 Grand Central Parkway,P.S. 196 Grand Central Parkway,Susan Migliano,EMS,Elementary School,12.57,A,67.2,81,35.5,B,19.4,A,10.9,A,1.3,A,A,0.78,1,,8.7,8.4,8.5,8.6
1032,28Q206,28,P.S. 206 The Horace Harding School,P.S. 206 The Horace Harding School,Joan Thomas,EMS,Elementary School,39.31,D,34.8,8.9,14.5,F,10,C,8.8,B,1.5,B,C,0.39,0.83,,8.1,7.8,8,8
1033,28Q217,28,J.H.S. 217 Robert A. Van Wyck,J.H.S. 217 Robert A. Van Wyck,Patrick Michael Burns,EMS,Middle School,2.66,B,65.4,74.9,38.6,B,17.1,A,6.7,C,3,A,B,0.3,0.54,0.91,6.7,6.8,7.3,7.7
1034,28Q220,28,P.S. 220 Edward Mandel,P.S. 220 Edward Mandel,Josette Pizarro,EMS,Elementary School,33.43,C,48,35.6,31.5,B,6.5,D,6.5,C,3.5,C,A,0.63,0.89,,8.1,7.1,7.5,7.6
1035,28Q284,28,York Early College Academy,York Early College Academy,Deborah Burnett,EMS,Middle/High School,3.07,C,50.3,36.5,22.1,C,16.2,B,9.3,B,2.6,C,B,0.31,0.73,0.96,7.3,7.3,7.3,8
1036,28Q284,28,York Early College Academy,York Early College Academy,Deborah Burnett,HS,Middle/High School,3.03,,,,,,,,,,,,,0.31,0.73,0.96,7.3,7.3,7.3,8
1037,28Q310,28,Queens Collegiate: A College Board School,Queens Collegiate: A College Board School,Jaime Anne Dubei,EMS,Middle/High School,2.87,C,44.6,23.2,21.3,D,13.6,B,8.3,B,1.4,C,.,0.15,0.75,0.7,7.5,7.3,7.5,7.9
1038,28Q310,28,Queens Collegiate: A College Board School,Queens Collegiate: A College Board School,Jaime Anne Dubei,HS,Middle/High School,2.37,A,74.6,77.5,38.9,A,15,A,8.9,B,4.7,,,0.15,0.75,0.7,7.5,7.3,7.5,7.9
1039,28Q680,28,Queens Gateway To Health Sciences Secondary School,Queens Gateway to Health Sciences Secondary Scho,Dr. Cynthia Edwards,EMS,Middle/High School,3.62,B,61.2,64.6,33.6,B,19,A,7.4,C,1.2,C,B,0.32,0.39,0.93,7.6,6.4,6.7,7.4
1040,28Q680,28,Queens Gateway To Health Sciences Secondary School,Queens Gateway to Health Sciences Secondary School,Dr. Cynthia Edwards,HS,Middle/High School,3.47,B,68.2,61,39,A,13.2,B,7.6,C,0,B,B,0.32,0.39,0.93,7.6,6.4,6.7,7.4
1041,28Q896,28,"Young Women'S Leadership School, Queens","Young Women's Leadership School, Queens",Avionne Gumbs,EMS,Middle/High School,3.04,C,34.7,9.1,15.9,D,12.8,C,4.6,D,1.4,C,C,0.71,0.48,0.98,6.9,5.7,5.9,6.4
1042,28Q896,28,"Young Women'S Leadership School, Queens","Young Women's Leadership School, Queens",Avionne Gumbs,HS,Middle/High School,2.69,B,65.1,48.9,34.5,B,17.5,A,4.5,F,0.8,C,,0.71,0.48,0.98,6.9,5.7,5.9,6.4
1043,29Q015,29,P.S. 015 Jackie Robinson,P.S. 015 Jackie Robinson,Antonio K'tori,EMS,Elementary School,48.42,C,45.8,28.2,22.2,C,11.3,C,10.5,A,1.7,B,C,0.71,0.82,,9.1,8.5,8.6,8.7
1044,29Q033,29,P.S. 033 Edward M. Funk,P.S. 033 Edward M. Funk,Erich Wagner,EMS,Elementary School,31.68,C,37,11.6,12.6,F,12.4,B,10.2,A,1.8,C,C,0.67,0.84,,8.7,8.1,8.3,8.5
1045,29Q034,29,P.S. 034 John Harvard,P.S. 034 John Harvard,Pauline Shakespeare,EMS,Elementary School,53.15,B,56,56.2,26.4,C,17.4,A,9.4,B,2.8,A,B,0.26,0.64,,8,8,7.8,8.4
1046,29Q035,29,P.S. 035 Nathaniel Woodhull,P.S. 035 Nathaniel Woodhull,Mark Dempsey,EMS,Elementary School,44.89,C,44.9,25.4,25.6,C,12.4,B,4.9,D,2,D,D,0.58,0.88,,7.7,6.5,7,7.4
1047,29Q036,29,P.S. 036 Saint Albans School,P.S. 036 Saint Albans School,Lynn Staton,EMS,Elementary School,55.02,C,45.7,28,23.2,C,10.6,C,9.3,B,2.5,B,D,0.96,0.97,,8.4,8.1,8.2,8.3
1048,29Q037,29,Cynthia Jenkins School,Cynthia Jenkins School,Beverly Mitchell,EMS,Elementary School,54.95,D,34,7.7,18.3,D,7.2,D,6.9,C,1.6,B,C,0.74,0.69,,7.7,7.7,7.9,8
1049,29Q038,29,P.S. 038 Rosedale,P.S. 038 Rosedale,Cassandra A. Hundley,EMS,Elementary School,53.94,B,53.8,50.3,30.7,B,10,C,10.8,A,2.3,C,B,0.87,0.76,,8.4,7.7,8,8
1050,29Q052,29,P.S. 052 Queens,P.S. 052 Queens,Linda Pough,EMS,Elementary School,57.88,C,49.5,38.2,25,C,13.8,B,8,B,2.7,B,A,0.38,0.85,,7.6,7.3,7.6,8
1051,29Q059,29,I.S. 059 Springfield Gardens,I.S. 059 Springfield Gardens,Carleton Gordon,EMS,Middle School,2.53,C,40.1,15.5,23.2,C,10.7,C,4,D,2.2,C,C,0.51,0.88,0.86,6,6.2,6.5,6.9
1052,29Q095,29,P.S. 095 Eastwood,P.S. 095 Eastwood,Kim Hill,EMS,Elementary School,42.37,A,64.8,75.4,38.3,B,13.4,B,10.3,A,2.8,B,B,1,1,,8.5,8.4,8.3,8.5
1053,29Q109,29,Jean Nuzzi Intermediate School,Jean Nuzzi Intermediate School,Karleen Adam Comrie,EMS,Middle School,2.79,B,52.5,43.9,27.8,C,15.1,B,7.2,C,2.4,C,C,0.39,0.94,0.95,7.1,6.6,7,7.6
1054,29Q116,29,Ps/Is 116 William C. Hughley,PS/IS 116 William C. Hughley,Debra Farrow,EMS,Elementary/Middle School,55.57,B,52.1,40.6,29.3,C,10.1,C,10,A,2.6,C,C,0.64,1,0.89,8,8.1,8.2,8.4
1055,29Q118,29,P.S. 118 Lorraine Hansberry,P.S. 118 Lorraine Hansberry,Cynthia Ofori-Feaster,EMS,Elementary School,53.15,C,36.1,10.7,22.5,C,8.6,D,1.8,F,3.2,C,C,0.4,0.7,,6.5,5.8,5.7,6.3
1056,29Q131,29,P.S. 131 Abigail Adams,P.S. 131 Abigail Adams,Randolph Ford,EMS,Elementary School,28.46,B,63.7,72.6,32.7,B,18.2,A,10.5,A,2.2,A,B,0.57,0.98,,8.6,8.3,8.3,8.5
1057,29Q132,29,P.S. 132 Ralph Bunche,P.S. 132 Ralph Bunche,Alicia Davis,EMS,Elementary School,47.61,D,30.3,4.8,11.3,F,8.6,D,9.5,B,0.9,C,C,0.57,0.96,,8.5,8.1,8.1,8.3
1058,29Q134,29,P.S. 134 Hollis,P.S. 134 Hollis,Robert Chambers,EMS,Elementary School,53.85,B,51.6,42.8,32.1,B,9.3,C,7.6,B,2.6,C,B,0.33,0.81,,7.6,8,7.8,8
1059,29Q135,29,The Bellaire School,The Bellaire School,George Hadjoglou,EMS,Elementary School,37.49,C,47.6,34.1,23.2,C,14.6,B,8.1,B,1.7,B,C,0.27,0.65,,8,7.3,7.6,7.7
1060,29Q136,29,P.S. 136 Roy Wilkins,P.S. 136 Roy Wilkins,Tanya S.T. Walker,EMS,Elementary School,52.39,C,46.7,31.6,25.1,C,12.7,B,6.5,C,2.4,B,B,0.86,0.89,,7.7,7.3,7.6,7.9
1061,29Q138,29,P.S./ M.S.138 Sunrise,P.S. 138 Sunrise,James Mc Enaney,EMS,Elementary/Middle School,50.11,D,30,3.8,13.5,F,9.1,D,5.8,C,1.6,C,C,0.58,0.95,0.96,6.8,7,7,7.7
1062,29Q147,29,Ps/Ms 147 Ronald Mcnair,PS/MS 147 Ronald McNair,Anne Cohen,EMS,Elementary/Middle School,48.02,C,37.9,10.6,18.7,D,9.7,C,7.3,C,2.2,C,D,0.56,0.72,0.98,7.5,7,7.3,7.6
1063,29Q156,29,P.S. 156 Laurelton,P.S. 156 Laurelton,Noreen Little,EMS,Elementary/Middle School,49.11,D,34.8,7.5,21.1,D,7.5,D,4.1,F,2.1,C,C,0.45,0.46,0.76,6.4,6.4,6.6,7.2
1064,29Q176,29,P.S. 176 Cambria Heights,P.S. 176 Cambria Heights,Arlene Bartlett,EMS,Elementary School,43.52,C,44.6,24.8,14.7,F,18.7,A,10.4,A,0.7,B,C,0.65,0.96,,8.3,7.8,7.7,8.1
1065,29Q181,29,P.S. 181 Brookfield,P.S. 181 Brookfield,Andrea Belcher,EMS,Elementary School,54.62,C,45.5,26.7,24.4,C,8.3,D,9.5,B,3.3,D,C,0.53,0.81,,8.4,7.7,8.2,8.2
1066,29Q192,29,I.S. 192 The Linden,I.S. 192 The Linden,Harriett Diaz,EMS,Middle School,2.26,A,69.9,82,35.6,B,15.5,B,14.6,A,4.2,C,B,0.97,0.7,0.75,8.7,8.4,8.8,9
1067,29Q195,29,P.S. 195 William Haberle,P.S. 195 William Haberle,Beryl Bailey,EMS,Elementary School,51.74,C,48,35.6,27.3,C,7.9,D,9.4,B,3.4,A,D,0.98,0.98,,7.8,8.2,8.1,8.1
1068,29Q208,29,P.S. / I.S. 208,P.S. / I.S. 208,James Philemy,EMS,Elementary/Middle School,39.46,B,53.5,49.4,24.3,C,16.5,A,10.4,A,2.3,B,B,0.68,0.92,0.95,7.6,7.5,7.8,8.2
1069,29Q231,29,I.S. 231 Magnetech 2000,I.S. 231 Magnetech 2000,Emmanuel Lubin,EMS,Middle School,2.3,,.,.,.,,.,,.,,.,.,D,0.31,0.89,0.94,6.1,6.3,6.8,7.2
1070,29Q238,29,I.S 238 - Susan B. Anthony Academy,I.S. 238 Susan B Anthony,Peter Leddy,EMS,Middle School,2.74,C,44.4,22.9,23.3,C,12.8,C,6.2,C,2.1,B,C,0.12,0.24,0.8,6.9,6.7,7.1,7.5
1071,29Q259,29,Pathways College Preparatory School: A College Boa,Pathways College Preparatory School: A College B,Kimberly Mitchell,EMS,Middle/High School,2.5,C,41,16,18.6,D,14,B,5.5,C,2.8,C,C,0.15,0.89,0.7,6.5,5.9,6.4,6.7
1072,29Q259,29,Pathways College Preparatory School: A College Boa,Pathways College Preparatory School: A College Board School,Kimberly Mitchell,HS,Middle/High School,2.23,C,53.6,20,26.8,C,13.6,B,5.5,F,2.9,B,A,0.15,0.89,0.7,6.5,5.9,6.4,6.7
1073,29Q268,29,Ps/Is 268,PS/IS 268,Lissa Grant-Stewart,EMS,Elementary/Middle School,42.25,C,45.9,28.1,26.3,C,11.2,C,4.2,F,4.2,D,B,0.57,0.86,0.96,6.6,6.1,6.4,7
1074,29Q270,29,The Gordon Parks School,The Gordon Parks School,Eleanor S. Andrew,EMS,Elementary/Middle School,44.43,B,53.5,49.4,25.6,C,14.4,B,9.5,B,4,C,C,0.28,1,0.98,7.7,7.4,7.4,7.8
1075,29Q283,29,Preparatory Academy For Writers: A College Board S,Preparatory Academy for Writers: A College Board,Charles Anderson,EMS,Middle/High School,2.58,B,57.6,56.6,28.4,C,16.1,B,10.7,A,2.4,A,C,0.15,0.96,0.86,7.5,7.5,7.6,8
1076,29Q283,29,Preparatory Academy For Writers: A College Board S,Preparatory Academy for Writers: A College Board School,Charles Anderson,HS,Middle/High School,2.18,A,72.1,72.7,41.2,A,12.3,B,10.6,A,3.3,C,B,0.15,0.96,0.86,7.5,7.5,7.6,8
1077,29Q295,29,P.S./I.S. 295,P.S./I.S. 295,Deon Lavigne,EMS,Elementary/Middle School,34.55,C,41.6,16.3,14.9,F,18.1,A,6.1,C,2.5,A,B,0.86,0.94,0.99,7.5,6.5,6.7,7.3
1078,29Q327,29,Eagle Academy For Young Men Iii,EAGLE ACADEMY FOR YOUNG MEN III,Kenyatte Reid,EMS,Middle School,2.59,C,49.3,33.7,25.7,C,11.8,C,9.7,B,2.1,.,.,0.55,0.75,0.96,7.3,7.2,7.5,7.5
1079,29Q355,29,Collaborative Arts Middle School,Collaborative Arts Middle School,Tammy Holloway,EMS,Middle School,2.21,,.,.,.,,.,,.,,.,.,.,0.56,1,0.93,7.4,7.3,7.4,8
1080,29Q356,29,Community Voices Middle School,Community Voices Middle School,Tamra Collins,EMS,Middle School,2.33,,.,.,.,,.,,.,,.,.,.,0.53,1,0.67,6.6,6.5,6.8,7.4
1081,30Q002,30,P.S. 002 Alfred Zimberg,P.S. 002 Alfred Zimberg,Joseph Taddeo,EMS,Elementary School,31.12,B,57.9,59.8,34.5,B,12.9,B,7.3,C,3.2,B,A,0.93,0.98,,8.5,7.6,7.9,8
1082,30Q010,30,I.S. 010 Horace Greeley,I.S. 010 Horace Greeley,Clemente Lopes,EMS,Middle School,2.75,B,57.2,55.3,30.1,C,16,B,9,B,2.1,A,B,0.88,0.98,0.96,8,6.9,7.4,7.9
1083,30Q011,30,P.S. 011 Kathryn Phelan,P.S. 011 Kathryn Phelan,Anna Efkarpides,EMS,Elementary School,37.92,A,71.4,87.9,40.9,A,17.6,A,10.1,A,2.8,A,B,0.48,0.95,0.88,8.2,7.6,8,8.3
1084,30Q017,30,P.S. 017 Henry David Thoreau,P.S. 017 Henry David Thoreau,Cynthia Dickman,EMS,Elementary School,48.85,C,42.9,21.8,25.7,C,8.7,D,4.9,D,3.6,A,C,0.74,0.88,,7.3,6.4,6.8,6.6
1085,30Q069,30,P.S. 069 Jackson Heights,P.S. 069 Jackson Heights,Martha Vazquez,EMS,Elementary School,33.61,A,65.8,78,35.1,B,18.5,A,9.7,A,2.5,A,A,0.74,0.99,,8.3,7.6,7.8,8
1086,30Q070,30,P.S. 070 Queens,P.S. 070 Queens,Donna Geller,EMS,Elementary School,34.98,C,39.2,15.1,20.3,D,10.9,C,6,C,2,B,C,0.68,0.54,,7.8,6.6,6.8,7.3
1087,30Q076,30,P.S. 076 William Hallet,P.S. 076 William Hallet,Mary Schafenberg,EMS,Elementary School,60,B,53.8,50.3,32.6,B,10.3,C,6.8,C,4.1,B,A,0.25,0.83,,7.8,7.2,7.4,7.5
1088,30Q078,30,P.S. 078,P.S. 078,Louis Pavone,EMS,Elementary School,28.75,A,69.5,85.9,34.4,B,18.5,A,13.5,A,3,B,B,0.52,0.9,,9.6,9.2,9.1,9.2
1089,30Q084,30,P.S. 084 Steinway,P.S. 084 Steinway,John Buffa,EMS,Elementary/Middle School,34.4,C,43,21.9,21.1,D,12.2,C,6.3,C,3.4,B,C,0.71,0.91,0.99,7.6,7.1,7.1,7.5
1090,30Q085,30,P.S. 085 Judge Charles Vallone,P.S. 085 Judge Charles Vallone,Ann Gordon-Chang,EMS,Elementary School,28.34,C,48.2,36.1,21.6,C,16,B,8.1,B,2.5,C,C,0.6,0.63,,8.6,7.6,8,8.1
1091,30Q092,30,P.S. 092 Harry T. Stewart Sr.,P.S. 092 Harry T. Stewart Sr.,Pasquale Baratta,EMS,Elementary School,61.74,A,68.1,82.8,36.4,B,15.4,B,12.2,A,4.1,B,A,0.96,0.79,,8.8,7.9,8.1,8.4
1092,30Q111,30,P.S. 111 Jacob Blackwell,P.S. 111 Jacob Blackwell,Randy Seabrook,EMS,Elementary/Middle School,61.34,B,53.3,46.3,32.8,B,9.2,D,7.9,B,3.4,C,C,0.79,1,1,7.5,7.3,7.5,8
